"id;""pays"";""prix"";""carburant"";""km"";""statut_vendeur_particulier"";""departement_2"";""marque_2"";""annee"";""mois"""
"19398597;""FR"";23500;""Diesel"";32000;1;63;""volkswagen"";""2018"";""03"""
"19410475;""FR"";17500;""Diesel"";65000;1;47;""volkswagen"";""2018"";""03"""
"19413469;""FR"";6250;""Diesel"";168300;1;69;""volkswagen"";""2018"";""03"""
"19429034;""FR"";7500;""Diesel"";172000;1;60;""volkswagen"";""2018"";""03"""
"19429345;""FR"";7500;""Diesel"";130000;1;42;""volkswagen"";""2018"";""03"""
"19433204;""FR"";7100;""Diesel"";130000;1;66;""volkswagen"";""2018"";""03"""
"19436795;""FR"";13500;""Essence"";197500;1;1;""volkswagen"";""2018"";""03"""
"19437412;""FR"";23595;""Essence"";10;0;73;""volkswagen"";""2018"";""03"""
"19439921;""FR"";7500;""Diesel"";78000;1;95;""volkswagen"";""2018"";""03"""
"19443666;""FR"";20600;""Diesel"";90000;1;93;""volkswagen"";""2018"";""03"""
"19443931;""FR"";10300;""Diesel"";145000;1;69;""volkswagen"";""2018"";""03"""
"19447950;""FR"";6000;""Diesel"";171000;1;91;""volkswagen"";""2018"";""03"""
"19452740;""FR"";17990;""Diesel"";73212;0;77;""volkswagen"";""2018"";""03"""
"19464655;""FR"";3250;""Diesel"";135000;1;59;""volkswagen"";""2018"";""03"""
"19469173;""FR"";22000;""Diesel"";44000;1;83;""volkswagen"";""2018"";""03"""
"19475237;""FR"";16990;""Diesel"";55800;0;86;""volkswagen"";""2018"";""03"""
"19497092;""FR"";8500;""Diesel"";112600;0;37;""volkswagen"";""2018"";""03"""
"19500792;""FR"";14990;""Diesel"";99600;1;30;""volkswagen"";""2018"";""03"""
"19507607;""FR"";12600;""Diesel"";121600;1;91;""volkswagen"";""2018"";""03"""
"19318377;""FR"";63000;""Essence"";15800;1;51;""nissan"";""2018"";""03"""
"19272527;""FR"";3500;""Diesel"";147000;1;59;""fiat"";""2018"";""03"""
"19322110;""FR"";14600;""Diesel"";94838;0;45;""hyundai"";""2018"";""03"""
"19351961;""FR"";14990;""Diesel"";55000;1;13;""hyundai"";""2018"";""03"""
"19293594;""FR"";4500;""Essence"";116000;1;18;""honda"";""2018"";""03"""
"19184569;""FR"";6500;""Diesel"";172000;1;66;""nissan"";""2018"";""02"""
"19223302;""FR"";12900;""Diesel"";43000;0;63;""nissan"";""2018"";""03"""
"19297695;""FR"";9200;""Diesel"";80000;1;20;""nissan"";""2018"";""03"""
"19299718;""FR"";7900;""Diesel"";153000;1;81;""nissan"";""2018"";""03"""
"19311875;""FR"";7350;""Diesel"";125000;1;24;""nissan"";""2018"";""03"""
"19344943;""FR"";16200;""Essence"";12900;1;28;""nissan"";""2018"";""03"""
"19387359;""FR"";11000;""Diesel"";52000;1;20;""nissan"";""2018"";""03"""
"19412634;""FR"";13500;""Diesel"";39500;1;83;""nissan"";""2018"";""03"""
"19424097;""FR"";15900;""Essence"";32234;0;30;""nissan"";""2018"";""03"""
"19455728;""FR"";12500;""Diesel"";50300;1;94;""nissan"";""2018"";""03"""
"19465693;""FR"";18490;""Essence"";1;0;77;""nissan"";""2018"";""03"""
"19469744;""FR"";12500;""Essence"";30000;1;67;""nissan"";""2018"";""03"""
"19261691;""FR"";8200;""Diesel"";161000;1;71;""ford"";""2018"";""03"""
"19311350;""FR"";11999;""Diesel"";127500;1;69;""ford"";""2018"";""03"""
"19320645;""FR"";30540;""Diesel"";907;0;10;""ford"";""2018"";""03"""
"19325512;""FR"";23490;""Diesel"";29000;0;73;""ford"";""2018"";""03"""
"19368902;""FR"";20900;""Diesel"";33400;1;45;""ford"";""2018"";""03"""
"19453364;""FR"";18500;""Diesel"";56000;1;66;""ford"";""2018"";""03"""
"19477029;""FR"";23400;""Diesel"";29053;0;7;""ford"";""2018"";""03"""
"19500160;""FR"";11990;""Diesel"";84000;1;34;""ford"";""2018"";""03"""
"19201823;""FR"";21500;""Electrique"";10000;1;49;""nissan"";""2018"";""02"""
"19181652;""FR"";20500;""Diesel"";13500;1;75;""seat"";""2018"";""02"""
"19241078;""FR"";20990;""Essence"";16492;0;59;""seat"";""2018"";""03"""
"19266228;""FR"";7890;""Diesel"";140900;1;56;""seat"";""2018"";""03"""
"19270210;""FR"";24990;""Essence"";16000;1;84;""seat"";""2018"";""03"""
"19360126;""FR"";3500;""Diesel"";197000;1;59;""seat"";""2018"";""03"""
"19367130;""FR"";10900;""Diesel"";77002;1;33;""seat"";""2018"";""03"""
"19369715;""FR"";16900;""Diesel"";19900;1;34;""seat"";""2018"";""03"""
"19374953;""FR"";19900;""Diesel"";24000;1;6;""seat"";""2018"";""03"""
"19400803;""FR"";10600;""Diesel"";110000;1;17;""seat"";""2018"";""03"""
"19416629;""FR"";6900;""Diesel"";137000;1;43;""seat"";""2018"";""03"""
"19455740;""FR"";18890;""Diesel"";11600;1;31;""seat"";""2018"";""03"""
"19185449;""FR"";5990;""Diesel"";143000;0;13;""mini"";""2018"";""02"""
"19192948;""FR"";12000;""Diesel"";38000;1;69;""mini"";""2018"";""02"""
"19203688;""FR"";7400;""Diesel"";120200;1;44;""mini"";""2018"";""02"""
"19219755;""FR"";7990;""Essence"";91000;0;71;""mini"";""2018"";""03"""
"19231948;""FR"";6600;""Diesel"";111000;1;6;""mini"";""2018"";""03"""
"19239486;""FR"";25900;""Diesel"";19500;1;71;""mini"";""2018"";""03"""
"15838951;""FR"";7600;""Diesel"";152000;1;44;""peugeot"";""2017"";""11"""
"15864244;""FR"";14900;""Diesel"";51880;1;82;""peugeot"";""2017"";""11"""
"15869380;""FR"";29900;""Diesel"";20000;1;54;""peugeot"";""2017"";""11"""
"15881479;""FR"";18000;""Diesel"";49000;1;76;""peugeot"";""2017"";""11"""
"15926739;""FR"";30990;""Diesel"";21798;0;83;""peugeot"";""2017"";""11"""
"15938637;""FR"";16300;""Hybride"";70000;1;47;""peugeot"";""2017"";""11"""
"15941618;""FR"";30490;""Diesel"";33000;1;24;""peugeot"";""2017"";""11"""
"15948257;""FR"";11000;""Diesel"";102000;1;35;""peugeot"";""2017"";""11"""
"15950513;""FR"";6900;""Diesel"";172000;0;59;""peugeot"";""2017"";""11"""
"15964700;""FR"";12850;""Diesel"";59000;0;94;""peugeot"";""2017"";""11"""
"15972983;""FR"";10490;""Diesel"";110000;1;34;""peugeot"";""2017"";""11"""
"15875105;""FR"";9700;""Diesel"";149000;1;33;""chrysler"";""2017"";""11"""
"15960206;""FR"";12000;""Diesel"";138000;1;77;""peugeot"";""2017"";""11"""
"15819218;""FR"";18990;""Diesel"";30811;0;26;""peugeot"";""2017"";""11"""
"15736527;""FR"";33990;""Diesel"";4900;1;66;""peugeot"";""2017"";""11"""
"15738586;""FR"";11000;""Diesel"";89000;1;72;""peugeot"";""2017"";""11"""
"15762177;""FR"";19900;""Diesel"";32000;1;33;""peugeot"";""2017"";""11"""
"15764352;""FR"";10000;""Diesel"";150000;1;59;""peugeot"";""2017"";""11"""
"15778959;""FR"";6990;""Diesel"";169900;0;30;""peugeot"";""2017"";""11"""
"15811342;""FR"";13950;""Diesel"";43800;1;44;""peugeot"";""2017"";""11"""
"15812475;""FR"";9990;""Diesel"";147000;0;33;""peugeot"";""2017"";""11"""
"15825879;""FR"";13850;""Diesel"";64700;0;94;""peugeot"";""2017"";""11"""
"15861483;""FR"";11800;""Diesel"";94000;1;44;""peugeot"";""2017"";""11"""
"15868818;""FR"";7000;""Diesel"";190000;1;59;""peugeot"";""2017"";""11"""
"15875350;""FR"";8000;""Diesel"";124000;1;14;""peugeot"";""2017"";""11"""
"15970367;""FR"";11500;""Diesel"";100060;1;31;""peugeot"";""2017"";""11"""
"15843895;""FR"";10400;""Essence"";10400;1;62;""opel"";""2017"";""11"""
"15948458;""FR"";2500;""Essence"";80000;1;62;""chevrolet"";""2017"";""11"""
"15760197;""FR"";8950;""Essence"";15000;1;16;""toyota"";""2017"";""11"""
"15780095;""FR"";3700;""Essence"";113000;1;37;""toyota"";""2017"";""11"""
"15821640;""FR"";4500;""Essence"";33000;1;69;""toyota"";""2017"";""11"""
"15862870;""FR"";3900;""Essence"";150000;1;6;""toyota"";""2017"";""11"""
"15888315;""FR"";3500;""Essence"";125000;1;91;""toyota"";""2017"";""11"""
"15737189;""FR"";10990;""Essence"";10380;0;6;""renault"";""2017"";""11"""
"15738450;""FR"";5600;""Essence"";60334;1;81;""renault"";""2017"";""11"""
"15750440;""FR"";14060;""Essence"";10;0;34;""renault"";""2017"";""11"""
"15751282;""FR"";12490;""Diesel"";28000;0;13;""renault"";""2017"";""11"""
"15757181;""FR"";5000;""Essence"";55000;1;85;""renault"";""2017"";""11"""
"15757491;""FR"";7500;""Essence"";53000;1;59;""renault"";""2017"";""11"""
"15762402;""FR"";2500;""Diesel"";193100;1;49;""renault"";""2017"";""11"""
"15763063;""FR"";3600;""Diesel"";198900;1;17;""renault"";""2017"";""11"""
"15764730;""FR"";9300;""Diesel"";77000;1;59;""renault"";""2017"";""11"""
"15764796;""FR"";5900;""Diesel"";125000;1;6;""renault"";""2017"";""11"""
"15767565;""FR"";3490;""Essence"";74000;1;13;""renault"";""2017"";""11"""
"15771967;""FR"";7500;""Diesel"";109;1;93;""renault"";""2017"";""11"""
"15772309;""FR"";2990;""Diesel"";105000;0;78;""renault"";""2017"";""11"""
"15772449;""FR"";6000;""Diesel"";80000;1;76;""renault"";""2017"";""11"""
"15779390;""FR"";14900;""Essence"";10;0;21;""renault"";""2017"";""11"""
"15779496;""FR"";12890;""Diesel"";14273;0;27;""renault"";""2017"";""11"""
"15787663;""FR"";4990;""Essence"";115000;0;85;""renault"";""2017"";""11"""
"15788877;""FR"";3990;""Diesel"";133000;1;75;""renault"";""2017"";""11"""
"15794652;""FR"";6400;""Diesel"";74500;1;49;""renault"";""2017"";""11"""
"15797813;""FR"";3990;""Diesel"";167000;0;58;""renault"";""2017"";""11"""
"15800129;""FR"";11200;""Diesel"";62000;1;82;""renault"";""2017"";""11"""
"15800236;""FR"";3500;""Diesel"";95000;1;59;""renault"";""2017"";""11"""
"15805672;""FR"";10400;""Diesel"";59000;1;13;""renault"";""2017"";""11"""
"15807183;""FR"";3800;""Diesel"";117000;1;69;""renault"";""2017"";""11"""
"15808839;""FR"";4500;""Diesel"";125000;1;73;""renault"";""2017"";""11"""
"15813179;""FR"";7690;""Diesel"";52310;0;91;""renault"";""2017"";""11"""
"15814128;""FR"";3500;""Essence"";103000;1;63;""renault"";""2017"";""11"""
"15815066;""FR"";5500;""Diesel"";95000;1;84;""renault"";""2017"";""11"""
"15821522;""FR"";2700;""Diesel"";180000;1;60;""renault"";""2017"";""11"""
"15822407;""FR"";9000;""Diesel"";64000;1;75;""renault"";""2017"";""11"""
"15828305;""FR"";2500;""Diesel"";132000;1;45;""renault"";""2017"";""11"""
"15829510;""FR"";2000;""Essence"";161957;1;49;""renault"";""2017"";""11"""
"15835958;""FR"";2400;""Essence"";155000;1;13;""renault"";""2017"";""11"""
"15836252;""FR"";14490;""Diesel"";9900;1;54;""renault"";""2017"";""11"""
"15838591;""FR"";2100;""Essence"";125000;1;83;""renault"";""2017"";""11"""
"15843141;""FR"";16800;""Diesel"";5525;1;69;""renault"";""2017"";""11"""
"15845600;""FR"";6990;""Diesel"";105000;1;38;""renault"";""2017"";""11"""
"15846712;""FR"";3500;""Diesel"";143000;1;52;""renault"";""2017"";""11"""
"15848395;""FR"";2500;""Diesel"";180000;0;59;""renault"";""2017"";""11"""
"15848771;""FR"";16290;""Diesel"";10;0;34;""renault"";""2017"";""11"""
"15849809;""FR"";8990;""Diesel"";84800;0;69;""renault"";""2017"";""11"""
"15856952;""FR"";13490;""Diesel"";23875;0;62;""renault"";""2017"";""11"""
"15857683;""FR"";7890;""Diesel"";88550;1;2;""renault"";""2017"";""11"""
"15862716;""FR"";7650;""Diesel"";108000;1;33;""renault"";""2017"";""11"""
"15866447;""FR"";11000;""Essence"";16300;1;35;""renault"";""2017"";""11"""
"15870557;""FR"";9590;""Diesel"";87000;1;38;""renault"";""2017"";""11"""
"15896996;""FR"";4800;""Essence"";74000;1;44;""renault"";""2017"";""11"""
"15910708;""FR"";3500;""Diesel"";112000;1;95;""renault"";""2017"";""11"""
"15915838;""FR"";10000;""Essence"";70000;1;25;""renault"";""2017"";""11"""
"15925335;""FR"";10400;""Diesel"";67400;1;92;""renault"";""2017"";""11"""
"15927404;""FR"";14440;""Essence"";10;0;88;""renault"";""2017"";""11"""
"15929608;""FR"";5900;""Diesel"";122000;1;59;""renault"";""2017"";""11"""
"15930202;""FR"";13500;""Essence"";12000;1;88;""renault"";""2017"";""11"""
"15932749;""FR"";12599;""Diesel"";40000;1;24;""renault"";""2017"";""11"""
"15935919;""FR"";13000;""Diesel"";5500;1;33;""renault"";""2017"";""11"""
"15937526;""FR"";10500;""Diesel"";72000;1;23;""renault"";""2017"";""11"""
"15938297;""FR"";10900;""Diesel"";45300;1;50;""renault"";""2017"";""11"""
"15941365;""FR"";5200;""Diesel"";112500;1;42;""renault"";""2017"";""11"""
"15943132;""FR"";5390;""Diesel"";137900;0;18;""renault"";""2017"";""11"""
"15948637;""FR"";2800;""Diesel"";194000;1;33;""renault"";""2017"";""11"""
"15951250;""FR"";3900;""Diesel"";148000;1;30;""renault"";""2017"";""11"""
"15951582;""FR"";17190;""Essence"";41000;1;85;""renault"";""2017"";""11"""
"15954708;""FR"";11990;""Essence"";12533;0;73;""renault"";""2017"";""11"""
"15957559;""FR"";12600;""Diesel"";14000;1;83;""renault"";""2017"";""11"""
"15964814;""FR"";7490;""Diesel"";134000;0;31;""renault"";""2017"";""11"""
"15967951;""FR"";2700;""Diesel"";170000;1;77;""renault"";""2017"";""11"""
"15969434;""FR"";4700;""Diesel"";128500;1;97;""renault"";""2017"";""11"""
"15971619;""FR"";2900;""Diesel"";142000;1;16;""renault"";""2017"";""11"""
"15971828;""FR"";7490;""Essence"";106900;0;38;""renault"";""2017"";""11"""
"15975775;""FR"";2200;""Essence"";176000;1;14;""renault"";""2017"";""11"""
"15840969;""FR"";21990;""Diesel"";89000;0;80;""mazda"";""2017"";""11"""
"15750118;""FR"";48000;""Essence"";67200;1;56;""ferrari"";""2017"";""11"""
"15901683;""FR"";2500;""Diesel"";144000;1;25;""hyundai"";""2017"";""11"""
"15734877;""FR"";2700;""Diesel"";195000;1;46;""volkswagen"";""2017"";""11"""
"15739463;""FR"";10990;""Diesel"";140600;0;91;""volkswagen"";""2017"";""11"""
"15740384;""FR"";11200;""Diesel"";150000;1;69;""volkswagen"";""2017"";""11"""
"15749967;""FR"";2700;""Diesel"";197000;1;62;""volkswagen"";""2017"";""11"""
"15756858;""FR"";19890;""Essence"";125000;1;54;""volkswagen"";""2017"";""11"""
"15757141;""FR"";7000;""Diesel"";148000;1;20;""volkswagen"";""2017"";""11"""
"15760873;""FR"";7900;""Diesel"";100100;1;80;""volkswagen"";""2017"";""11"""
"15761840;""FR"";4600;""Diesel"";149990;1;6;""volkswagen"";""2017"";""11"""
"15762288;""FR"";5600;""Diesel"";169000;1;86;""volkswagen"";""2017"";""11"""
"15772092;""FR"";7500;""Diesel"";183000;1;85;""volkswagen"";""2017"";""11"""
"15778691;""FR"";14100;""Diesel"";80000;1;40;""volkswagen"";""2017"";""11"""
"15782748;""FR"";10000;""Essence"";250;1;69;""volkswagen"";""2017"";""11"""
"15795956;""FR"";11450;""Diesel"";133000;1;91;""volkswagen"";""2017"";""11"""
"15800168;""FR"";35500;""Diesel"";10500;1;30;""volkswagen"";""2017"";""11"""
"15807540;""FR"";2990;""Diesel"";190000;1;25;""volkswagen"";""2017"";""11"""
"15809792;""FR"";10500;""Diesel"";97500;1;64;""volkswagen"";""2017"";""11"""
"15810723;""FR"";2800;""Diesel"";197000;1;62;""volkswagen"";""2017"";""11"""
"15817007;""FR"";22470;""Essence"";10;0;77;""volkswagen"";""2017"";""11"""
"15830503;""FR"";17800;""Essence"";28500;1;59;""volkswagen"";""2017"";""11"""
"15831877;""FR"";21990;""Diesel"";23803;0;80;""volkswagen"";""2017"";""11"""
"15832789;""FR"";12900;""Diesel"";94500;1;92;""volkswagen"";""2017"";""11"""
"15837203;""FR"";8800;""Diesel"";131000;1;14;""volkswagen"";""2017"";""11"""
"15857271;""FR"";4000;""Diesel"";120000;1;44;""volkswagen"";""2017"";""11"""
"15858604;""FR"";7700;""Diesel"";144500;1;14;""volkswagen"";""2017"";""11"""
"15862083;""FR"";12850;""Essence"";49100;1;33;""volkswagen"";""2017"";""11"""
"15862456;""FR"";5200;""Diesel"";197778;1;75;""volkswagen"";""2017"";""11"""
"15862837;""FR"";21990;""Essence"";6600;1;87;""volkswagen"";""2017"";""11"""
"15864917;""FR"";22500;""Diesel"";70000;1;87;""volkswagen"";""2017"";""11"""
"15867922;""FR"";10500;""Diesel"";157000;1;95;""volkswagen"";""2017"";""11"""
"15876139;""FR"";18490;""Diesel"";48000;1;67;""volkswagen"";""2017"";""11"""
"15881960;""FR"";2450;""Diesel"";197000;1;62;""volkswagen"";""2017"";""11"""
"15883581;""FR"";16000;""Diesel"";36200;1;11;""volkswagen"";""2017"";""11"""
"15883600;""FR"";6200;""Diesel"";122000;1;72;""volkswagen"";""2017"";""11"""
"15908461;""FR"";2500;""Diesel"";193;1;6;""volkswagen"";""2017"";""11"""
"15910951;""FR"";6990;""Diesel"";158000;0;54;""volkswagen"";""2017"";""11"""
"15914938;""FR"";21500;""Essence"";3000;1;30;""volkswagen"";""2017"";""11"""
"15915923;""FR"";9000;""Diesel"";158000;1;60;""volkswagen"";""2017"";""11"""
"15919074;""FR"";8300;""Diesel"";142000;1;2;""volkswagen"";""2017"";""11"""
"15928431;""FR"";4500;""Diesel"";99050;1;91;""volkswagen"";""2017"";""11"""
"15931742;""FR"";5100;""Diesel"";174000;1;1;""volkswagen"";""2017"";""11"""
"15935673;""FR"";1200;""Diesel"";50000;1;29;""volkswagen"";""2017"";""11"""
"15942958;""FR"";17500;""Diesel"";37000;1;94;""volkswagen"";""2017"";""11"""
"15944550;""FR"";6990;""Diesel"";185000;1;52;""volkswagen"";""2017"";""11"""
"15945714;""FR"";8100;""Diesel"";165000;1;74;""volkswagen"";""2017"";""11"""
"15959927;""FR"";13000;""Diesel"";79000;1;86;""volkswagen"";""2017"";""11"""
"15963354;""FR"";14000;""Diesel"";89000;1;20;""volkswagen"";""2017"";""11"""
"15967595;""FR"";5500;""Essence"";116000;1;81;""volkswagen"";""2017"";""11"""
"15968760;""FR"";4500;""Diesel"";190000;1;50;""volkswagen"";""2017"";""11"""
"15731717;""FR"";14000;""Essence"";64000;1;77;""nissan"";""2017"";""11"""
"15740201;""FR"";14300;""Essence"";55930;1;62;""nissan"";""2017"";""11"""
"15765739;""FR"";14900;""Diesel"";70000;1;64;""nissan"";""2017"";""11"""
"15779152;""FR"";13890;""Diesel"";45864;0;15;""nissan"";""2017"";""11"""
"15797898;""FR"";17700;""Essence"";1;0;69;""nissan"";""2017"";""11"""
"15799677;""FR"";13900;""Diesel"";54500;0;31;""nissan"";""2017"";""11"""
"15876412;""FR"";14490;""Diesel"";21000;1;59;""nissan"";""2017"";""11"""
"15890165;""FR"";12500;""Diesel"";53000;1;95;""nissan"";""2017"";""11"""
"15897031;""FR"";12500;""Diesel"";56000;1;30;""nissan"";""2017"";""11"""
"15915676;""FR"";12500;""Diesel"";56000;1;94;""nissan"";""2017"";""11"""
"15917704;""FR"";14880;""Diesel"";24264;0;27;""nissan"";""2017"";""11"""
"15920237;""FR"";12100;""Essence"";49000;1;31;""nissan"";""2017"";""11"""
"15819132;""FR"";16490;""Diesel"";78200;0;31;""ford"";""2017"";""11"""
"15953689;""FR"";25500;""Diesel"";11000;1;43;""ford"";""2017"";""11"""
"15913599;""FR"";19900;""Electrique"";18800;1;50;""nissan"";""2017"";""11"""
"15729212;""FR"";24500;""Diesel"";21700;1;1;""seat"";""2017"";""11"""
"15740987;""FR"";10950;""Diesel"";130000;1;18;""seat"";""2017"";""11"""
"3115890;""FR"";9500;""diesel"";140000;0;63;""mercedes"";""2016"";""05"""
"3139049;""FR"";3000;"""";29000;0;74;""autres"";""2016"";""05"""
"3221815;""FR"";37000;""diesel"";40000;0;77;""autres"";""2016"";""05"""
"3004274;""FR"";46000;"""";51000;0;33;""autres"";""2016"";""04"""
"3164981;""FR"";8800;"""";50;0;62;""autres"";""2016"";""05"""
"3195937;""FR"";5500;"""";10;0;62;""autres"";""2016"";""05"""
"3190020;""FR"";3600;""essence"";48500;0;54;""autres"";""2016"";""05"""
"3127975;""FR"";16600;""diesel"";29000;0;11;""mercedes"";""2016"";""05"""
"3171813;""FR"";4000;""diesel"";140129;0;94;""autres"";""2016"";""05"""
"12930273;""FR"";0;""Diesel"";21750;1; ;"""";""2017"";""09"""
"12945196;""FR"";600;"""";6400;1;59;"""";""2017"";""09"""
"12960554;""FR"";26000;"""";70000;1;72;"""";""2017"";""09"""
"12963475;""FR"";8000;""Essence"";200000;1;34;"""";""2017"";""09"""
"12986361;""FR"";3200;"""";22250;1;74;"""";""2017"";""09"""
"13000432;""FR"";0;""Essence"";4807;1; ;"""";""2017"";""09"""
"13001386;""FR"";5800;"""";3200;1;72;"""";""2017"";""09"""
"13006900;""FR"";5500;""Diesel"";153000;1;95;"""";""2017"";""09"""
"13022571;""FR"";0;""Essence"";13425;1; ;"""";""2017"";""09"""
"12028500;""FR"";0;""Essence"";29901;1; ;"""";""2017"";""07"""
"12070428;""FR"";0;""Diesel"";12004;1; ;"""";""2017"";""08"""
"12088274;""FR"";2750;"""";2700;1;59;"""";""2017"";""08"""
"12103887;""FR"";1000;"""";68000;1;6;"""";""2017"";""08"""
"12107452;""FR"";0;""Diesel"";33660;1; ;"""";""2017"";""08"""
"11937411;""FR"";38900;""Diesel"";19900;0;56;""audi"";""2017"";""07"""
"11941715;""FR"";35900;""Essence"";73000;1;29;""audi"";""2017"";""07"""
"12080753;""FR"";22900;""Diesel"";120000;1;78;""audi"";""2017"";""08"""
"11233646;""FR"";0;""Diesel"";5776;1; ;"""";""2017"";""06"""
"11266764;""FR"";5500;"""";40100;1;91;"""";""2017"";""06"""
"11271726;""FR"";0;""Diesel"";115303;1; ;"""";""2017"";""06"""
"11279212;""FR"";3800;"""";33500;1;88;"""";""2017"";""06"""
"11281692;""FR"";500;"""";50;1;56;"""";""2017"";""06"""
"11283629;""FR"";0;""Diesel"";1126;1; ;"""";""2017"";""06"""
"14681318;""FR"";11800;""Essence"";14560;0;11;""citroen"";""2017"";""10"""
"14695684;""FR"";3990;""Diesel"";136900;0;94;""citroen"";""2017"";""10"""
"14544058;""FR"";15190;""Diesel"";6582;0;65;""citroen"";""2017"";""10"""
"14552714;""FR"";7990;""Essence"";149800;0;33;""audi"";""2017"";""10"""
"14470593;""FR"";16000;""Diesel"";122000;1;29;""bmw"";""2017"";""10"""
"14664240;""FR"";29500;""Diesel"";96000;0;51;""bmw"";""2017"";""10"""
"17578381;""FR"";24990;""Essence"";69900;0;91;""audi"";""2018"";""01"""
"17629464;""FR"";14990;""Essence"";100000;0;35;""audi"";""2018"";""01"""
"17608928;""FR"";2350;""Diesel"";164000;1;30;""peugeot"";""2018"";""01"""
"17430959;""FR"";19465;""Diesel"";710;0;10;""peugeot"";""2018"";""01"""
"17468629;""FR"";11700;""Essence"";8200;1;90;""peugeot"";""2018"";""01"""
"11860583;""FR"";0;""Diesel"";10;1; ;"""";""2017"";""07"""
"11872360;""FR"";2000;"""";80000;1;74;"""";""2017"";""07"""
"11873743;""FR"";7900;"""";137200;1;13;"""";""2017"";""07"""
"11883374;""FR"";1850;"""";1500;1;42;"""";""2017"";""07"""
"11894605;""FR"";0;""Diesel"";39800;1; ;"""";""2017"";""07"""
"11901841;""FR"";4000;"""";6000;1;45;"""";""2017"";""07"""
"11779481;""FR"";10800;""Diesel"";114000;1;73;""audi"";""2017"";""07"""
"17926937;""FR"";5200;"""";18800;1;84;"""";""2018"";""01"""
"17928804;""FR"";4500;""Diesel"";120000;1;10;""audi"";""2018"";""01"""
"17929237;""FR"";3500;"""";36000;1;6;"""";""2018"";""01"""
"17938820;""FR"";2200;"""";32660;1;55;"""";""2018"";""01"""
"17941471;""FR"";3200;"""";59850;1;14;"""";""2018"";""01"""
"17943900;""FR"";4650;""Diesel"";120000;1;12;"""";""2018"";""01"""
"17946913;""FR"";22500;""Diesel"";2850;1;33;"""";""2018"";""01"""
"17949900;""FR"";23000;""Diesel"";50000;1;79;"""";""2018"";""01"""
"17952731;""FR"";4200;""Diesel"";155000;1;74;"""";""2018"";""01"""
"17953559;""FR"";3800;"""";1800;1;61;"""";""2018"";""01"""
"17953609;""FR"";12200;"""";76000;1;59;"""";""2018"";""01"""
"17960483;""FR"";33000;""Essence"";97000;1;57;"""";""2018"";""01"""
"17961640;""FR"";1750;"""";10000;1;84;"""";""2018"";""01"""
"17964526;""FR"";3950;"""";10400;1;64;"""";""2018"";""01"""
"17966986;""FR"";3990;""Diesel"";192830;1;95;""ford"";""2018"";""01"""
"17968384;""FR"";7200;""Diesel"";39500;1;30;"""";""2018"";""01"""
"17978114;""FR"";3890;""Autre"";20000;1;36;"""";""2018"";""01"""
"9096433;""FR"";3990;""Diesel"";170000;0;69;""citroen"";""2017"";""02"""
"9100110;""FR"";4490;""Diesel"";175900;0;84;""citroen"";""2017"";""02"""
"9100244;""FR"";7600;""Diesel"";15000;1;91;""citroen"";""2017"";""02"""
"9076174;""FR"";5990;""Diesel"";120000;0;74;""alfa romeo"";""2017"";""02"""
"9041412;""FR"";3350;""Diesel"";136500;0;80;""peugeot"";""2017"";""02"""
"9082430;""FR"";5000;""Diesel"";145000;1;85;""peugeot"";""2017"";""02"""
"9166894;""FR"";8490;""Essence"";70525;0;57;""peugeot"";""2017"";""03"""
"9046284;""FR"";8990;""Diesel"";92350;0;86;""peugeot"";""2017"";""02"""
"17682787;""FR"";6500;""Diesel"";113000;1;31;""citroen"";""2018"";""01"""
"17813418;""FR"";8500;""Diesel"";104500;1;76;""citroen"";""2018"";""01"""
"17676712;""FR"";12980;""Hybride"";98066;0;45;""lexus"";""2018"";""01"""
"17907610;""FR"";23900;""Diesel"";97423;0;92;""audi"";""2018"";""01"""
"17920784;""FR"";24800;""Diesel"";134000;1;85;""bmw"";""2018"";""01"""
"17676488;""FR"";23500;""Diesel"";76000;0;31;""bmw"";""2018"";""01"""
"17710473;""FR"";24800;""Diesel"";26095;0;6;""bmw"";""2018"";""01"""
"17823766;""FR"";3999;""Essence"";105000;0;25;""peugeot"";""2018"";""01"""
"17740857;""FR"";4490;""Essence"";97000;0;42;""peugeot"";""2018"";""01"""
"17784528;""FR"";6900;""Essence"";106000;1;29;""peugeot"";""2018"";""01"""
"17731060;""FR"";13990;""Diesel"";38862;0;23;""peugeot"";""2018"";""01"""
"17753324;""FR"";12000;""Diesel"";43087;0;42;""peugeot"";""2018"";""01"""
"17757810;""FR"";5990;""Diesel"";125000;0;13;""peugeot"";""2018"";""01"""
"17833589;""FR"";17990;""Diesel"";31069;0;83;""peugeot"";""2018"";""01"""
"17109665;""FR"";8990;""Essence"";24850;0;92;""citroen"";""2018"";""01"""
"17100711;""FR"";5350;""Diesel"";105000;1;60;""citroen"";""2018"";""01"""
"17070510;""FR"";17311;""Essence"";27192;0;69;""citroen"";""2018"";""01"""
"17095889;""FR"";17990;""Diesel"";23683;0;95;""citroen"";""2018"";""01"""
"17148680;""FR"";14200;""Diesel"";90000;0;64;""citroen"";""2018"";""01"""
"16968198;""FR"";20790;""Diesel"";99568;0;61;""audi"";""2017"";""12"""
"17034412;""FR"";13500;""Diesel"";196000;1;60;""audi"";""2018"";""01"""
"17119435;""FR"";10000;""Essence"";148000;1;97;""bmw"";""2018"";""01"""
